證券代碼,股票簡稱,上市板,所屬行業,最近收盤股價,流通股份,市值(百萬),Q4sales,Q3sales,Q4NI,Q3NI,corr,corr1,predict112Sales,predict112NI,predict112EPS,Div,EPS,corr,predict112Div,預估年度殖利率(%),預估配發股利總金額(百萬),預估殖利率5%股價
4528.TWO,江興鍛,上櫃,電機機械,29.55,84165696,2487.0963168000003,"[2835826.0, 2264349.0, 2535382.0, 2430894.0]","[2152676.0, 1592764.0, 1900107.0, 1810714.0]","[234338.0, 233175.0, 181297.0, 180081.0]","[175015.0, 149294.0, 155972.0, 52884.0]",0.9927477714826584,0.6245635974774203,2061483.527813408,178314.51959758668,2.1186127849235237,"[1.8, 1.8, 0.5, 1.3]","[3.06, 3.05, 2.37, 2.14]",0.7236363012210675,1.2870077675719338,4.355%,108.32190451509804,25.740155351438673
4529.TWO,淳紳,上櫃,其他業,11.75,84549104,993.451972,"[8300.0, 7912.0, 3188.0, 2905.0]","[6215.0, 3150.0, 3001.0, 1897.0]","[-525099.0, -256311.0, -499856.0, 27657.0]","[-197276.0, -98976.0, -160100.0, 47087.0]",0.74068457507699,0.9868179048055373,5527.378089906427,-176161.9590414386,-2.083546137182466,"[0.0, 0.0, 0.0, 0.0]","[-6.54, -3.15, -6.09, 0.33]",,0.0,0.000%,0.0,0.0
4530.TWO,宏易,上櫃,觀光餐旅,7.28,49437300,359.903544,"[29108.0, 37430.0, 159666.0, 196674.0]","[19907.0, 28600.0, 114170.0, 147925.0]","[-17590.0, -22726.0, -21853.0, -13326.0]","[-11667.0, -8622.0, -19541.0, -8643.0]",0.9990220558073813,0.42639931851441754,168743.96953939612,-27198.606756347173,-0.5501636771495849,"[0.0, 0.0, 0.0, 0.0]","[-0.38, -0.49, -0.47, -0.27]",,0.0,0.000%,0.0,0.0
4532.TW,瑞智,上市,電機機械,29.1,499995008,14549.8547328,"[20132944.0, 19319962.0, 22601601.0, 18370990.0]","[15462579.0, 14135253.0, 17269795.0, 14861203.0]","[655960.0, 709491.0, 542921.0, 688281.0]","[561839.0, 568260.0, 529023.0, 573252.0]",0.9054054353030714,0.9739567945107815,16466370.285462819,744233.5141594429,1.4884818893220688,"[0.5, 0.7, 0.7, 0.9]","[1.3, 1.41, 1.08, 1.38]",0.21907533122171968,0.9707490581888066,3.336%,485.36968311510486,19.414981163776133
4533.TWO,協易機,上櫃,電機機械,47.0,158434000,7446.398,"[3356940.0, 2642152.0, 3795751.0, 3548578.0]","[2345418.0, 1973549.0, 2744083.0, 2645351.0]","[18618.0, 15672.0, 56663.0, 28744.0]","[-7632.0, -6483.0, 31423.0, 79367.0]",0.9790126958369182,0.4023013800143243,3567772.2471654546,71141.74435327096,0.4490307910755959,"[0.25, 0.2, 0.35, 0.32]","[0.12, 0.1, 0.36, 0.18]",0.8639709628839931,0.40828191558029514,0.869%,64.68573701304848,8.165638311605901
4534.TWO,慶騰,上櫃,電機機械,28.35,86788896,2460.4652016,"[1293587.0, 1098996.0, 1205050.0, 872566.0]","[980470.0, 775846.0, 975872.0, 681476.0]","[-20449.0, -62093.0, 51551.0, -148278.0]","[-9833.0, -39833.0, 85653.0, -73499.0]",0.9430092245829529,0.95132114797356,723332.9494319177,-160373.70494914404,-1.8478597187034622,"[0.0, 0.0, 0.0, 0.0]","[-0.24, -0.72, 0.59, -1.71]",,0.0,0.000%,0.0,0.0
4535.TWO,至興,上櫃,電機機械,33.9,75661696,2564.9314944000002,"[2342201.0, 2112014.0, 2766438.0, 3141305.0]","[1734930.0, 1485951.0, 2066394.0, 2338426.0]","[55371.0, 103071.0, 181204.0, 213388.0]","[54361.0, 60198.0, 144620.0, 170044.0]",0.9970754714982106,0.9729273388619469,2813370.9883673918,170169.71337510148,2.2490866894538217,"[1.0, 0.7, 1.6, 2.0]","[0.73, 1.36, 2.4, 2.82]",0.8804827864726203,1.5524838398341312,4.580%,117.46356033444272,31.049676796682622
4536.TW,拓凱,上市,運動休閒,194.0,90820000,17619.08,"[7224899.0, 7234362.0, 8691928.0, 10965309.0]","[5598385.0, 5222295.0, 6181593.0, 8028830.0]","[865782.0, 679023.0, 831647.0, 2260065.0]","[738125.0, 496283.0, 573045.0, 1852979.0]",0.9868666329450685,0.9960935244727679,9912960.85832336,1465977.4918484772,16.141571150060308,"[6.0, 5.0, 6.0, 11.0]","[9.53, 7.48, 9.16, 24.89]",0.9976088015510135,8.121677010668794,4.186%,737.6107061089399,162.43354021337586
4538.TWO,大詠城,上櫃,電機機械,20.2,57668600,1164.90572,"[433351.0, 302936.0, 462592.0, 607632.0]","[338322.0, 209517.0, 326761.0, 460154.0]","[46022.0, 24529.0, 38590.0, 80176.0]","[35540.0, 11855.0, 27921.0, 53574.0]",0.98975701066407,0.975851985257942,471049.2283609141,62684.74808990353,1.0869823108225884,"[0.2, 0.8, 0.5, 0.6]","[0.97, 0.49, 0.76, 1.59]",-0.22852764189690292,0.41018200455570497,2.031%,23.65462194792113,8.2036400911141
4540.TW,全球傳動,上市,電機機械,34.95,95158800,3325.8000600000005,"[2107866.0, 2740221.0, 3285319.0, 3374243.0]","[1572056.0, 1958740.0, 2497565.0, 2637688.0]","[-61507.0, 91424.0, 237300.0, 284011.0]","[-24581.0, 50729.0, 193002.0, 259529.0]",0.9901546520582971,0.982125499131133,2810136.3515871377,40881.297085154554,0.42961131377397105,"[0.0, 0.8, 1.3, 1.5]","[-0.64, 0.96, 2.52, 3.02]",0.9944941998898287,0.4841863109191935,1.385%,46.074588323497345,9.68372621838387
4541.TWO,晟田,上櫃,其他業,29.1,67647000,1968.5277,"[1586789.0, 902462.0, 1060189.0, 1368725.0]","[1196193.0, 724028.0, 761343.0, 1041159.0]","[70858.0, -77141.0, 119.0, 121994.0]","[62133.0, -65104.0, -12640.0, 101002.0]",0.9894900311977785,0.9960916139431795,1191291.27470774,-38049.53456176116,-0.562471869584182,"[0.7, 0.2, 0.4, 1.4]","[1.02, -1.13, 0.0, 1.8]",0.9327148738597928,0.29525928251419453,1.015%,19.973404684237718,5.90518565028389
4542.TWO,科嶠,上櫃,電子零組件業,82.5,32285400,2663.5455,"[707667.0, 545051.0, 675503.0, 773579.0]","[538177.0, 424675.0, 436968.0, 517953.0]","[45198.0, 18881.0, 31533.0, 1266.0]","[47332.0, 20870.0, 8670.0, -6320.0]",0.7804738501224971,0.8557907365991781,887532.8420342498,66318.43878333572,2.0541309317318577,"[1.2, 1.0, 1.0, 0.5]","[1.61, 0.67, 1.11, 0.04]",0.9363789899224192,1.4268585639558609,1.730%,46.066699480740546,28.537171279117217
4543.TWO,萬在,上櫃,電機機械,58.6,56046000,3284.2956,"[918276.0, 811052.0, 927189.0, 964079.0]","[721187.0, 642039.0, 723462.0, 778653.0]","[18327.0, 10698.0, 29928.0, 139710.0]","[29396.0, 9480.0, 32894.0, 163723.0]",0.9811185152271316,0.9975156816569144,825619.0304400006,113869.96290443967,2.031723279171389,"[0.7, 0.0, 0.0, 1.2]","[0.32, 0.19, 0.53, 2.49]",0.8090755937344863,0.9784836134001682,1.670%,54.84009259662583,19.569672268003362
4545.TW,銘鈺,上市,電子零組件業,57.4,77000000,4419.8,"[1797291.0, 1921700.0, 2167903.0, 2275017.0]","[1285548.0, 1338943.0, 1601347.0, 1704833.0]","[14160.0, 29987.0, 89217.0, 161828.0]","[-1425.0, 521.0, 56107.0, 152348.0]",0.9921020927428456,0.9896801426373806,2211266.30939418,118582.55567756726,1.5400331906177567,"[0.35, 0.55, 0.7, 1.5]","[0.18, 0.39, 1.16, 2.1]",0.9656578294405702,1.1008187619525152,1.918%,84.76304467034366,22.0163752390503
4549.TWO,桓達,上櫃,電機機械,149.0,54789000,8163.561,"[1109808.0, 1006705.0, 1272541.0, 1433036.0]","[828642.0, 737558.0, 910178.0, 1084833.0]","[214009.0, 229877.0, 275954.0, 324438.0]","[167788.0, 168152.0, 213567.0, 257883.0]",0.988340829178226,0.9917249657038755,1370425.6712381742,268074.59032710997,4.892854228533282,"[4.0, 4.0, 4.1, 4.0]","[5.11, 5.49, 6.27, 6.59]",0.39519718925627206,2.969865995384336,1.993%,162.7159880211124,59.397319907686715
4550.TWO,長佳,上櫃,電機機械,36.05,37839000,1364.09595,"[1153747.0, 1331751.0, 1420587.0, 1355352.0]","[708882.0, 905485.0, 1013187.0, 975246.0]","[103046.0, 85792.0, 53501.0, 107034.0]","[94100.0, 41947.0, 26379.0, 74523.0]",0.989982680431653,0.8852827641745155,1707124.0911808251,103635.69357143393,2.738859207997937,"[1.5, 1.68, 1.15, 1.9]","[2.8, 2.27, 1.41, 2.83]",0.8107342977576364,1.7168817421581484,4.763%,64.96508824152218,34.33763484316297
4551.TW,智伸科,上市,汽車工業,106.0,115222000,12213.532,"[5014098.0, 7160275.0, 8814067.0, 9235183.0]","[3658227.0, 5114605.0, 6621703.0, 7005248.0]","[622427.0, 671939.0, 1202917.0, 1405382.0]","[462515.0, 391650.0, 926961.0, 1106977.0]",0.9970909667952288,0.9909170880118795,7436700.242252123,693972.578934822,6.02291731557187,"[2.5, 4.0, 5.0, 6.0]","[7.6, 7.19, 10.47, 12.2]",0.8810166886489699,2.533875702666376,2.390%,291.95822621262516,50.67751405332751
4552.TW,力達-KY,上市,電機機械,28.45,116000000,3300.2,"[5426209.0, 4384823.0, 5000455.0, 5140155.0]","[4124212.0, 3020315.0, 3484909.0, 3734418.0]","[373480.0, 257784.0, 362710.0, 445734.0]","[263941.0, 169542.0, 241456.0, 302766.0]",0.9814644498848721,0.9928749809753978,4982650.810256725,383051.938578388,3.3021718842964485,"[1.7, 1.11, 1.0, 1.3]","[3.22, 2.22, 3.13, 3.84]",0.3349156353133092,1.1179227744302507,3.929%,129.67904183390908,22.358455488605014
4554.TWO,橙的,上櫃,其他電子業,32.25,23298600,751.37985,"[346766.0, 353845.0, 458335.0, 355981.0]","[252626.0, 253736.0, 334759.0, 295178.0]","[5278.0, 5085.0, 42787.0, 26646.0]","[5371.0, 2911.0, 28521.0, 36835.0]",0.8864292578492847,0.8396143367730101,337627.3569142869,14815.105139435787,0.6358796296531031,"[0.1, 0.14, 0.9, 1.0]","[0.25, 0.24, 2.0, 1.14]",0.8694876231517907,0.39998053268562844,1.240%,9.318986438829382,7.999610653712568
4555.TW,氣立,上市,電機機械,61.0,69313200,4228.1052,"[1367070.0, 1582138.0, 2033175.0, 1804497.0]","[1024849.0, 1179921.0, 1578109.0, 1427121.0]","[44329.0, 136638.0, 234098.0, 171637.0]","[41204.0, 109949.0, 197754.0, 149545.0]",0.9950311600948488,0.9977010305585956,1394659.72299956,-10832.921286668921,-0.15628944106849663,"[1.2, 1.5, 1.8, 1.55]","[0.66, 2.04, 3.5, 2.55]",0.9944931851409616,1.0279779167846317,1.685%,71.25243894167653,20.559558335692632
4556.TWO,旭然,上櫃,其他業,35.5,41884000,1486.882,"[500498.0, 509121.0, 590700.0, 699344.0]","[354407.0, 394162.0, 426823.0, 533590.0]","[40460.0, 20785.0, 12394.0, 32681.0]","[20931.0, 28710.0, 7634.0, 22825.0]",0.9779826214400166,0.4667639409394531,602104.6205668225,19273.946141077726,0.4601744375197624,"[0.7, 0.45, 0.35, 0.52]","[1.0, 0.5, 0.3, 0.78]",0.9739258709097312,0.41873073464253424,1.180%,17.538118089767902,8.374614692850685
4557.TW,永新-KY,上市,汽車工業,113.0,41971800,4742.8134,"[1627538.0, 1491678.0, 1997761.0, 2994932.0]","[1201815.0, 1044336.0, 1307503.0, 2309226.0]","[197581.0, 143602.0, 207528.0, 508479.0]","[153606.0, 107777.0, 117465.0, 425941.0]",0.9873954546733469,0.9891809308129205,3061357.2407724196,362495.2452702119,8.63663805865395,"[5.0, 3.5, 4.5, 7.0]","[5.41, 3.61, 5.16, 12.11]",0.9729101695824787,5.782731620424729,5.117%,242.71165502614267,115.65463240849458
4558.TWO,寶緯,上櫃,電機機械,31.9,50000000,1595.0,"[2125441.0, 1960668.0]","[1553979.0, 1607387.0]","[200772.0, 60802.0]","[144102.0, 45082.0]",-1.0,1.0,3013816.99891402,21191.422944859627,0.42382845889719256,"[0.5, 1.0, 3.0, 1.0]","[0.44, 2.03, 4.55, 1.25]",0.9773149006915127,0.3731972974997719,1.170%,18.659864874988592,7.463945949995437
4560.TW,強信-KY,上市,電機機械,37.2,68097200,2533.21584,"[1654088.0, 1257464.0, 1722922.0, 1760939.0]","[1336223.0, 852085.0, 1243302.0, 1411729.0]","[291393.0, 76196.0, 200876.0, 252067.0]","[197307.0, 47609.0, 134475.0, 203928.0]",0.9588454161877504,0.9754315136078738,1328950.920253111,90260.58900224896,1.325466964900891,"[4.0, 1.0, 1.8, 2.2]","[4.38, 1.12, 2.95, 3.7]",0.8883408755880878,0.8769181149306176,2.357%,59.71566825605325,17.53836229861235
4561.TWO,健椿,上櫃,電機機械,54.5,58521600,3189.4272,"[707898.0, 953216.0, 1391841.0, 1115201.0]","[545856.0, 624009.0, 1032526.0, 868539.0]","[25593.0, 85238.0, 145736.0, 113028.0]","[25007.0, 42030.0, 122719.0, 99779.0]",0.969988266943963,0.935966645808758,1203292.3687044675,138766.05752969388,2.3711938417557596,"[0.25, 0.9, 0.9, 0.7]","[0.44, 1.46, 2.49, 1.93]",0.8398437392963095,0.9219303929250705,1.692%,53.952841682603804,18.43860785850141
4562.TW,穎漢,上市,電機機械,70.9,87546000,6207.011400000001,"[984653.0, 658110.0, 823592.0, 762235.0]","[746766.0, 482824.0, 624399.0, 543156.0]","[-64046.0, -150962.0, -136400.0, -12325.0]","[691.0, -94780.0, -95396.0, -27322.0]",0.9930791477917926,0.8371233728514945,763693.1262768946,-70754.41977747821,-0.8081970595741462,"[0.0, 0.0, 0.0, 0.0]","[-0.95, -2.23, -2.01, -0.14]",,0.0,0.000%,0.0,0.0
4563.TWO,百德,上櫃,電機機械,65.6,54950000,3604.7199999999993,"[1915076.0, 2094089.0, 2022548.0, 2583957.0]","[1086910.0, 1520198.0, 1375630.0, 1933097.0]","[-90831.0, -352551.0, -184856.0, 108881.0]","[-38712.0, -157605.0, -125001.0, 105879.0]",0.9591720213214889,0.9672328949630856,2520735.184909911,97524.46500271984,1.7747855323515893,"[0.0, 0.0, 0.0, 0.0]","[-2.23, -6.7, -3.36, 1.98]",,0.0,0.000%,0.0,0.0
4564.TW,元翎,上市,電機機械,24.55,202788000,4978.4454,"[2691153.0, 2062150.0, 2480922.0, 1891491.0]","[2154658.0, 1512880.0, 1844369.0, 1474736.0]","[489737.0, 298017.0, 319805.0, 55802.0]","[440699.0, 204217.0, 261147.0, 81343.0]",0.9759028689964648,0.96874840423794,1457414.9261600578,-284949.27323904494,-1.4051584573004565,"[2.2, 1.3, 1.3, 0.2]","[2.8, 1.65, 1.75, 0.31]",0.9991330168103693,0.0,0.000%,0.0,0.0
4566.TW,時碩工業,上市,電機機械,92.0,91357104,8404.853568,"[3825970.0, 3515226.0, 4305940.0, 4986366.0]","[2897961.0, 2533348.0, 3297891.0, 3775341.0]","[218426.0, 99881.0, 166766.0, 422850.0]","[197170.0, 72317.0, 151550.0, 394862.0]",0.9943511837429827,0.9991508652569948,4264556.1611041315,301606.7339447574,3.3014042777095627,"[1.65, 1.20168177, 1.18476304, 2.10918885]","[3.29, 1.49, 2.35, 5.74]",0.9678431180827253,1.5558076929555975,1.691%,142.1340852093446,31.11615385911195
4568.TWO,科際精密,上櫃,電機機械,56.9,31980100,1819.66769,"[1123497.0, 1192654.0, 1365376.0, 1299260.0]","[877940.0, 856352.0, 1012982.0, 1069150.0]","[136491.0, 146284.0, 148895.0, 149010.0]","[113815.0, 119239.0, 111410.0, 159609.0]",0.8277077901071488,0.43014280014805123,1121312.0367629058,134514.34901817958,4.2061891306837556,"[3.2, 4.0, 4.0, 3.8]","[4.58, 4.93, 5.03, 4.76]",0.9306000087130967,2.6474299088909223,4.653%,84.66507322932259,52.94859817781845
4569.TW,六方科-KY,上市,汽車工業,102.0,31000000,3162.0,[],[],[],[],,,0.0,0.0,0.0,"[nan, nan, 6.3, 5.5]","[nan, nan, 10.97, 10.65]",1.0,0.0,0.000%,0.0,0.0
4571.TW,鈞興-KY,上市,電機機械,142.0,51808000,7356.736,"[1585863.0, 2065404.0, 2736873.0, 2443385.0]","[1213026.0, 1371287.0, 2150893.0, 1844384.0]","[220831.0, 285393.0, 393691.0, 351039.0]","[180929.0, 193752.0, 342449.0, 308426.0]",0.9674284068442509,0.9553736964586685,2311856.8947178377,273419.9009507032,5.2775613988322885,"[3.3, 3.6, 4.50000085, 3.6]","[5.05, 6.0, 8.18, 6.66]",0.9569564431329742,3.29857645813912,2.323%,170.89264914327154,65.9715291627824
4572.TW,駐龍,上市,電機機械,159.5,39000000,6220.5,"[814961.0, 350169.0, 403919.0, 636810.0]","[637271.0, 290221.0, 298236.0, 466736.0]","[221524.0, 32788.0, 53739.0, 183570.0]","[186514.0, 31427.0, 38619.0, 161346.0]",0.9925064787101193,0.9977028594035146,817045.5668506502,230635.5925886896,5.9137331432997335,"[5.0, 5.0, 5.0, 2.10614525]","[6.74, 0.92, 1.5, 5.13]",-0.3687239466078911,2.427910522566159,1.522%,94.6885103800802,48.55821045132318
4576.TW,大銀微系統,上市,電機機械,80.1,119802000,9596.1402,"[2041358.0, 2451961.0, 3184304.0, 3228380.0]","[1547270.0, 1810354.0, 2329409.0, 2513373.0]","[34820.0, 135238.0, 297067.0, 326942.0]","[36117.0, 83279.0, 222447.0, 280076.0]",0.9894468774575668,0.9847156777897994,2179740.73417529,19665.600084591842,0.16415084960678322,"[0.04, 0.3, 1.0, 1.0]","[0.32, 1.14, 2.48, 2.73]",0.992627168944218,0.0,0.000%,0.0,0.0
4577.TWO,達航科技,上櫃,其他電子業,22.3,49138000,1095.7774,"[1245511.0, 1562668.0]","[884477.0, 1267055.0]","[91064.0, 129303.0]","[45466.0, 129654.0]",1.0,1.0,1024752.5577607703,61962.789257376346,1.2609953448934907,"[1.05287, 1.403826, 1.743647, 1.629925]","[1.18, 2.09, 2.12, 2.79]",0.8238022455089495,1.1600248414605758,5.202%,57.001300659689775,23.200496829211517
4580.TWO,捷流閥業,上櫃,電機機械,105.5,43133100,4550.54205,"[2351701.0, 2400053.0, 2399361.0, 2550223.0]","[1778504.0, 1830005.0, 1791341.0, 2003272.0]","[284698.0, 295197.0, 314503.0, 332999.0]","[220122.0, 252282.0, 246316.0, 285529.0]",0.9821107333059133,0.8914404801449437,2612867.3662904203,325118.0840201729,7.537554314903702,"[5.0, 5.11, 5.75, 5.25]","[8.0, 7.55, 8.04, 7.91]",0.43590578084786347,5.002801535239838,4.742%,215.78633889965346,100.05603070479675
4581.TW,光隆精密-KY,上市,汽車工業,63.0,33899000,2135.637,"[1035899.0, 863749.0, 1004262.0, 1022834.0]","[812134.0, 639590.0, 750148.0, 749542.0]","[92821.0, 68566.0, 80769.0, 113208.0]","[79438.0, 60712.0, 61173.0, 84550.0]",0.9540827885906461,0.9257715882138048,1153054.8563489309,214066.83188253676,6.3148420862720664,"[3.0, 2.0, 1.5, 2.5]","[3.09, 2.06, 2.38, 3.34]",0.7362847280913356,4.7266782082118475,7.503%,160.2296645801734,94.53356416423695
4583.TW,台灣精銳,上市,電機機械,289.5,80171400,23209.6203,"[3291062.0, 3429784.0]","[2441660.0, 2563085.0]","[862450.0, 1124094.0]","[618431.0, 878993.0]",1.0,1.0,2791711.9253530987,998080.886621994,12.449338375305832,"[nan, 6.0, 8.0, 10.0]","[nan, 9.6, 11.83, 14.47]",0.9988207936002198,8.395510505685357,2.900%,673.079830955503,167.9102101137071
4584.TWO,君帆,上櫃,電機機械,75.0,27780000,2083.5,[1045237.0],[796336.0],[92131.0],[86376.0],,,0.0,0.0,0.0,"[nan, 1.5, 2.5, 2.0]","[nan, 4.29, 5.07, 3.61]",0.5338293450839373,0.0,0.000%,0.0,0.0
4588.TW,玖鼎電力,上市,其他電子業,124.0,42857000,5314.268,[],[],[],[],,,0.0,0.0,0.0,"[nan, nan, nan, 1.0]","[nan, nan, nan, 2.73]",,0.0,0.000%,0.0,0.0
4609.TWO,唐鋒,上櫃,居家生活,9.37,47946800,449.2615159999999,"[611279.0, 397525.0, 550201.0, 173841.0]","[538712.0, 273587.0, 321271.0, 126553.0]","[-50393.0, -50768.0, -18495.0, 3829.0]","[-17555.0, -47591.0, -25700.0, 12771.0]",0.9115943169748905,0.7850888969359946,173837.18037564703,-39841.68302380226,-0.830956039272741,"[0.0, 0.0, 0.0, 0.0]","[-1.05, -1.06, -0.39, 0.08]",,0.0,0.000%,0.0,0.0
4702.TWO,中美實,上櫃,居家生活,13.5,72333000,976.4955,"[1111997.0, 958744.0, 1080404.0, 1030526.0]","[748268.0, 757419.0, 876666.0, 857159.0]","[74435.0, 43590.0, 83534.0, 118460.0]","[57657.0, -5346.0, 33445.0, 92833.0]",0.1559964174068691,0.9329856862157858,988276.4135945188,75262.3600381529,1.0404982516714765,"[0.0, 0.0, 0.0, 0.0]","[1.03, 0.6, 1.15, 1.64]",,0.0,0.000%,0.0,0.0
4706.TWO,大恭,上櫃,化學工業,32.65,79030000,2580.3295,"[1496504.0, 1300700.0, 1446204.0, 1219850.0]","[1147084.0, 944145.0, 1094842.0, 982070.0]","[81505.0, 96573.0, 89190.0, 50876.0]","[70749.0, 67586.0, 78942.0, 63542.0]",0.9091850538852481,0.5894703434879868,1058437.856299823,-47690.036122747755,-0.6034421880646306,"[0.6, 0.8, 0.9, 0.6]","[1.03, 1.22, 1.13, 0.64]",0.70040394106012,0.0,0.000%,0.0,0.0
4707.TWO,磐亞,上櫃,化學工業,16.4,379075008,6216.830131199999,"[1711425.0, 1457681.0, 1727577.0, 1828734.0]","[1242058.0, 1059482.0, 1286147.0, 1348222.0]","[290294.0, 247931.0, 342978.0, 402097.0]","[218331.0, 181081.0, 243457.0, 310479.0]",0.994626105577889,0.9870275337749814,1394271.9377560567,356205.42922778794,0.9396700434226146,"[0.15, 0.15, 0.15, 0.15]","[1.01, 0.82, 1.05, 1.14]",,0.15,0.915%,56.8612512,2.9999999999999996
4711.TWO,永純,上櫃,化學工業,16.95,61056000,1034.8992,"[1046430.0, 810058.0, 1148633.0, 1134234.0]","[796168.0, 549736.0, 869224.0, 942080.0]","[33722.0, 55516.0, 77381.0, -19191.0]","[21607.0, 30329.0, 66041.0, -9368.0]",0.977169060648023,0.9602322787485795,846675.1470704199,26725.40035752807,0.4377194765056353,"[0.6, 0.8, 1.0, 0.5]","[0.55, 0.91, 1.27, -0.31]",0.9291143223654158,0.6741043990676906,3.977%,41.158118189476916,13.48208798135381
4712.TWO,福格創新,上櫃,食品工業,2.85,18422700,52.504695,"[22812.0, 18924.0, 18470.0, 12892.0]","[18446.0, 14739.0, 15546.0, 607.0]","[-191271.0, -107827.0, -118585.0, -28636.0]","[-119506.0, -31213.0, -99949.0, -23785.0]",0.9519633756908148,0.8443738902592283,12297.396327090537,-58170.59599865026,-3.157549979028604,"[0.0, 0.0, 0.0, 0.0]","[-2.91, -1.54, -1.61, -0.39]",,0.0,0.000%,0.0,0.0
4714.TWO,永捷,上櫃,化學工業,22.15,165744992,3671.2515728,"[722639.0, 339183.0, 706252.0, 888893.0]","[340416.0, 262915.0, 514188.0, 706461.0]","[103943.0, 61768.0, 36173.0, -52813.0]","[76070.0, 57146.0, 35633.0, -43442.0]",0.8359666825250629,0.9912510313343469,599445.9629768233,8709.49209490399,0.05254754300452101,"[0.1, 0.1, 0.4, 0.0]","[1.01, 0.54, 0.28, -0.38]",0.16427265035623345,0.0,0.000%,0.0,0.0
4716.TWO,大立,上櫃,化學工業,22.5,83484000,1878.39,"[992603.0, 834582.0, 761658.0, 664465.0]","[745411.0, 605684.0, 584041.0, 505474.0]","[31387.0, 18345.0, 251288.0, -13852.0]","[14468.0, 30355.0, 189642.0, 4404.0]",0.9906551384160127,0.9915713284209645,506308.532443751,-37253.800746978915,-0.4462388091967193,"[0.5, 0.24, 0.5, 0.0]","[0.43, 0.26, 3.55, -0.17]",0.6425628718796439,-0.0,-0.000%,-0.0,-0.0
4720.TW,德淵,上市,化學工業,22.35,103757000,2318.96895,"[3232843.0, 3162668.0, 3550382.0, 3655955.0]","[2389446.0, 2231648.0, 2573068.0, 2745475.0]","[44182.0, 69740.0, 28877.0, 20238.0]","[36262.0, 43001.0, 15375.0, 22935.0]",0.9737023150702419,0.8789806203389888,3348967.293115486,119018.22590730934,1.1470862294332849,"[0.3, 0.0, 0.2, 0.2]","[0.5, 0.78, 0.3, 0.2]",-0.6368954718200057,1.1470862294332849,5.132%,119.01822590730934,22.941724588665696
4721.TWO,美琪瑪,上櫃,化學工業,81.0,74986000,6073.866,"[3314587.0, 2234584.0, 4126416.0, 5271498.0]","[2483024.0, 1826608.0, 2828065.0, 4269691.0]","[218871.0, 123268.0, 360634.0, 381325.0]","[167953.0, 104492.0, 259186.0, 413293.0]",0.9715903859528306,0.9084538102876352,2503669.623189104,41550.14797111986,0.5541054059573769,"[2.44, 1.39, 3.8, 4.6]","[2.92, 1.64, 4.81, 5.09]",0.9869699145804547,0.41904817832637403,0.517%,31.422746699981484,8.38096356652748
4722.TW,國精化,上市,化學工業,49.95,100009000,4995.44955,"[4292615.0, 3822858.0, 4830426.0, 4224680.0]","[3278498.0, 2736008.0, 3485438.0, 3462912.0]","[256708.0, 281318.0, 367807.0, 315043.0]","[197474.0, 188664.0, 287884.0, 322381.0]",0.8155016161958606,0.7417265638495882,3577744.5553743113,236524.95076851288,2.365036654386234,"[1.8, 2.0, 2.2, 1.9]","[2.57, 2.83, 3.73, 3.15]",0.8746397337308114,1.7643385946938586,3.532%,176.44973851673808,35.286771893877166
4726.TWO,永昕,上櫃,生技醫療業,60.4,206106000,12448.8024,"[390844.0, 665341.0, 774270.0, 732276.0]","[259370.0, 487148.0, 553376.0, 536407.0]","[-218175.0, 30948.0, -89858.0, -453631.0]","[-175502.0, 43335.0, -33949.0, -271092.0]",0.9979319937512803,0.9792061898417683,654125.2345905987,-789408.9774211809,-3.8301115805516623,"[0.0, 0.0, 0.0, 0.0]","[-1.74, 0.24, -0.61, -2.74]",,0.0,0.000%,0.0,0.0
